# City centres used to snap a user's location to their city. Columns: name, lat, lng, population.
# Source: GeoNames cities15000 (https://www.geonames.org), licensed CC BY 4.0.
# Rows with feature code PPLX (a section of a populated place, i.e. suburbs) are removed.
Chemini	36.6000	4.6167	21585
Chellalat el Adhaouara	35.9397	3.4159	26077
Chelghoum el Aïd	36.1629	6.1665	54495
Chebli	36.5772	3.0092	19901
Charef	34.6210	2.7950	27700
Chabet el Ameur	36.6371	3.6947	19522
Brezina	33.0989	1.2608	19084
Bou Tlelis	35.5727	-0.8996	26144
Bou Saâda	35.2086	4.1740	111787
Boumahra Ahmed	36.4583	7.5139	23022
Boukadir	36.0663	1.1260	28652
Bou Ismaïl	36.6426	2.6901	40984
Bouïra	36.3749	3.9020	68545
Bouinan	36.5317	2.9919	30271
Bou Hanifia el Hamamat	35.3147	-0.0504	27576
Bou Hadjar	36.5037	8.1074	16385
Bougara	36.5418	3.0810	38352
Bougaa	36.3329	5.0884	31922
Boufarik	36.5741	2.9121	57162
Boudouaou	36.7274	3.4099	56398
Boudjima	36.8022	4.1519	20557
Boû Arfa	36.4630	2.8146	44143
Bordj Zemoura	36.2746	4.8567	19782
Bordj Menaïel	36.7433	3.7173	44572
Bordj Ghdir	35.9011	4.8981	34136
Bordj el Kiffan	36.7487	3.1925	123246
Bordj el Bahri	36.7907	3.2495	52816
Bordj Bou Arreridj	36.0739	4.7614	158812
Boghni	36.5422	3.9531	54666
Blida	36.4700	2.8277	331779
Biskra	34.8504	5.7280	204661
Birkhadem	36.7150	3.0500	71722
Birine	35.6350	3.2250	26670
Bir el Djir	35.7200	-0.5450	68032
Bir el Ater	34.7449	8.0602	70749
Besbes	36.7022	7.8472	66287
Berrouaghia	36.1352	2.9108	55775
Berriane	32.8265	3.7669	30170
Berrahal	36.8353	7.4533	19294
Bensekrane	35.0746	-1.2243	21283
Ben Mehidi	36.7697	7.9064	28398
Beni Tamou	36.5383	2.8217	33846
Beni Saf	35.3010	-1.3823	39749
Beni Mester	34.8704	-1.4232	19808
Beni Mered	36.5239	2.8613	92749
Beni Douala	36.6195	4.0828	33611
Beni Amrane	36.6677	3.5911	18414
Béjaïa	36.7559	5.0843	176139
Béchar	31.6167	-2.2167	165241
Batna	35.5560	6.1741	289504
Barika	35.3890	5.3658	98141
Barbacha	36.5667	4.9667	31983
Baraki	36.6666	3.0961	105402
Bab Ezzouar	36.7261	3.1829	275630
Azzaba	36.7394	7.1053	33766
Azazga	36.7447	4.3722	26515
Arzew	35.8505	-0.3180	58162
Arris	35.2588	6.3471	36641
Arhribs	36.7936	4.3116	23958
Arbatache	36.6377	3.3713	17481
Aoulef	26.9667	1.0833	21723
Annaba	36.9000	7.7667	342703
Ammi Moussa	35.8678	1.1114	27530
Amizour	36.6402	4.9013	25825
Algiers	36.7323	3.0875	2364230
Akbou	36.4575	4.5349	38291
Aïn Touta	35.3768	5.9000	55736
Aïn Temouchent	35.2975	-1.1404	70810
Aïn Taya	36.7933	3.2869	33575
Aïn Smara	36.2674	6.5014	32057
Aïn Sefra	32.7500	-0.5833	47415
Aïn Oussera	35.4514	2.9058	98107
Aïn Oulmene	35.9230	5.2960	51207
Aïn M’Lila	36.0369	6.5722	65371
’Aïn Merane	36.1628	0.9704	34413
Aïn Kercha	35.9247	6.6953	30575
Aïn Fakroun	35.9711	6.8737	48804
’Aïn el Turk	35.7438	-0.7693	36326
’Aïn el Melh	34.8415	4.1638	32880
’Aïn el Hammam	36.5647	4.3062	28029
Ain el Hadjel	35.6700	3.8815	28728
Aïn el Bya	35.8039	-0.3018	37241
’Aïn el Berd	35.3640	-0.5128	16548
’Aïn el Bell	34.3438	3.2247	31916
’Aïn Deheb	34.8422	1.5470	36146
Aïn Defla	36.2640	1.9679	55259
Aïn Bessem	36.2933	3.6732	32548
’Aïn Benian	36.8028	2.9219	31102
Aïn Beïda	35.7964	7.3928	116064
’Aïn Azel	35.8185	5.5111	37970
Aïn Arnat	36.1868	5.3135	25315
’Aïn Abid	36.2319	6.9433	29486
Ahmed Bel Hadj	36.8015	7.6081	29629
Aflou	34.1128	2.1023	93585
Adrar	27.8743	-0.2939	68276
Abou el Hassan	36.4166	1.1962	24022
Babor	36.4899	5.5393	18445
In Salah	27.1968	2.4791	32518
Ali Mendjeli	36.2459	6.5671	64120
District of Taher	36.7720	5.8982	60426
Collo	37.0056	6.5605	29354
Maâtkas	36.6047	3.9844	26142
Sidi Amar	36.8202	7.7164	45148
Zamora	-4.0645	-78.9512	15276
Yaguachi Nuevo	-2.0976	-79.6926	27947
Vinces	-1.5564	-79.7525	32497
Ventanas	-1.4428	-79.4627	38168
El Empalme	-1.0449	-79.6384	48754
Valencia	-0.9531	-79.3551	18841
Tulcán	0.8124	-77.7171	86498
Tena	-0.9961	-77.8131	17172
Sucre	-1.2799	-80.4178	15286
Santo Domingo de los Colorados	-0.2537	-79.1763	458580
Santa Rosa	-3.4557	-79.9637	41816
Santa Elena	-2.2265	-80.8581	42214
San Lorenzo de Esmeraldas	1.2863	-78.8351	20209
Samborondón	-1.9607	-79.7257	24118
Salinas	-2.2145	-80.9515	43862
Rosa Zarate	0.3278	-79.4741	42121
Riobamba	-1.6651	-78.6589	264048
Quito	-0.2298	-78.5250	2781641
Quevedo	-1.0288	-79.4626	213842
Puyo	-1.4916	-78.0034	24881
Pujilí	-0.9576	-78.6964	16168
Puerto Francisco de Orellana	-0.4497	-76.9972	48144
Posorja	-2.7092	-80.2472	30886
Portoviejo	-1.0576	-80.4514	321800
Pomasqui	-0.0542	-78.4538	28724
Playas	-2.6320	-80.3881	30564
Piñas	-3.6802	-79.6817	16981
Pelileo	-1.3306	-78.5452	16572
Pedro Carbo	-1.8162	-80.2343	23372
Pasaje	-3.3256	-79.8070	44860
Otavalo	0.2346	-78.2625	32330
Naranjito	-2.1707	-79.4650	34206
Naranjal	-2.6764	-79.6174	32045
Montecristi	-1.0458	-80.6589	18351
Montalvo	-1.7901	-79.2876	15547
Milagro	-2.1340	-79.5934	133508
Manta	-0.9494	-80.7314	264281
Machala	-3.2589	-79.9588	289141
Machachi	-0.5127	-78.5707	25742
Macas	-2.3074	-78.1203	23687
Loja	-3.9931	-79.2042	274112
La Troncal	-2.4247	-79.3416	36353
Latacunga	-0.9342	-78.6152	205624
La Maná	-0.9410	-79.2266	16450
La Libertad	-2.2330	-80.9104	75881
Nueva Loja	0.0860	-76.8953	24211
Jipijapa	-1.3484	-80.5791	35901
Ibarra	0.3488	-78.1246	221149
Huaquillas	-3.4752	-80.2308	39757
Guayaquil	-2.1962	-79.8862	2723665
Guaranda	-1.5911	-78.9990	22199
Gualaceo	-2.8942	-78.7791	17122
Guabo	-3.2440	-79.8287	26635
Esmeraldas	0.9592	-79.6540	218727
El Triunfo	-1.9333	-79.9667	32282
Eloy Alfaro	-2.1692	-79.8399	315724
Daule	-1.8603	-79.9768	173684
Cuenca	-2.8953	-78.9963	636996
Chone	-0.6985	-80.0925	44751
Cayambe	0.0410	-78.1464	26582
Catamayo	-3.9866	-79.3576	18565
Cariamanga	-4.3280	-79.5558	16862
Calceta	-0.8458	-80.1639	17286
Boca Suno	-0.6983	-77.1408	20313
Balzar	-1.3655	-79.9051	40115
Bahía de Caráquez	-0.6003	-80.4244	37056
Babahoyo	-1.8049	-79.5249	76279
Azogues	-2.7398	-78.8456	34877
Atuntaqui	0.3276	-78.2191	17456
Arenillas	-3.5540	-80.0668	26000
Ambato	-1.2491	-78.6167	387309
Viljandi	58.3632	25.5916	17407
Tartu	58.3806	26.7251	91407
Tallinn	59.4370	24.7535	394024
Pärnu	58.3859	24.4971	40228
Narva	59.3772	28.1903	54409
Maardu	59.4653	24.9822	16630
Kohtla-Järve	59.3986	27.2731	35395
Zefta	30.7142	31.2443	111700
Zaafarana	29.1101	32.6601	46993
Ţūkh	30.3549	31.2010	52593
Timayy al Imdīd	30.9438	31.5293	20389
Ţimā	26.9084	31.4347	101130
Ţūd	25.5828	32.5329	30780
Tanta	30.7885	31.0019	576648
Ţāmiyah	29.4764	30.9612	73070
Ţalkhā	31.0539	31.3779	112851
Talā	30.6798	30.9436	72536
Ţahţā	26.7687	31.5020	134314
Sumusţā as Sulţānī	28.9167	30.8500	37260
Sumusţā al Waqf	28.9210	30.8537	64965
Sohag	26.5570	31.6948	266944
Sīwah	29.2032	25.5196	25031
Sirs al Layyānah	30.4428	30.9698	78168
Sinnūris	29.4135	30.8658	133532
Sīdī Sālim	31.2713	30.7862	44709
Sīdī Ghāzī	31.2111	31.0512	28136
Sīdī Barānī	31.6117	25.9254	38253
Şidfā	26.9664	31.3795	30228
Shubrākhīt	31.0280	30.7149	41233
Shubrā al Khaymah	30.1251	31.2505	1240289
Shirbīn	31.1969	31.5243	76081
Shibīn al Qanāţir	30.3127	31.3202	73711
Shibīn al Kawm	30.5526	31.0090	267945
Sharm el-Sheikh	27.9158	34.3299	38478
Sāqultah	26.6582	31.6714	34273
Şān al Ḩajar al Qiblīyah	30.9748	31.8723	30969
Samannūd	30.9616	31.2407	87921
Samālūţ	28.3121	30.7101	142009
Rosetta	31.3995	30.4172	301795
Ras Gharib	28.3583	33.0783	44852
Rafaḩ	31.2820	34.2387	44215
Quwaysinā	30.5648	31.1578	65690
Quţūr	30.9722	30.9561	32043
Qūş	25.9154	32.7629	84386
Qina	26.1642	32.7267	252883
Qifţ	25.9984	32.8181	24010
Qalyub	30.1792	31.2056	156363
Qillīn	31.0475	30.8549	48233
Qahā	30.2801	31.2053	36225
Naqādah	25.9011	32.7239	26774
Nag Hammâdi	26.0495	32.2414	59601
Nabarūh	31.0975	31.3031	59202
Muţūbas	31.2944	30.5225	43899
Mūţ	25.4874	28.9792	26820
Mīt Salsīl	31.1676	31.8012	48166
Mīt Ghamr	30.7152	31.2592	153754
Mīt Abū Ghālib	31.2884	31.6772	20470
Minyat an Naşr	31.1262	31.6431	82429
Minyā al Qamḩ	30.5155	31.3463	99284
Munūf	30.4660	30.9320	125707
Munsha‘at Abū ‘Umar	30.9071	32.0234	22543
Maţāy	28.4187	30.7786	82328
Mashtūl as Sūq	30.3606	31.3776	75837
Marsá Maţrūḩ	31.3529	27.2372	176498
Manshīyat al Qanāţir	30.1848	31.1065	19185
Manfalūţ	27.3126	30.9699	117925
Mallawī	27.7326	30.8413	212628
Maḩallat Damanah	31.0729	31.4950	31921
Maghāghah	28.6478	30.8410	118223
6th of October City	29.8167	31.0500	368650
Madīnat as Sādāt	30.3674	30.5087	71501
Al ‘Āshir min Ramaḑān	30.2964	31.7463	246148
Ash Shaykh Zuwayd	31.2163	34.1107	26713
Kirdāsah	30.0310	31.1111	137588
Kom Ombo	24.4767	32.9463	409311
Kawm Ḩamādah	30.7613	30.6997	55652
Kafr Shukr	30.5497	31.2444	30948
Kafr Şaqr	30.7934	31.6258	44529
Kafr Sa‘d	31.3557	31.6848	18120
Kafr az Zayyāt	30.8248	30.8180	83348
Aş Şalāḩāt	31.0021	31.6263	45557
Kafr ash Shaykh	31.1117	30.9399	194569
Kafr al Kurdī	31.1684	31.7655	44905
Kafr al Baţţīkh	31.4040	31.7378	47198
Kafr ad Dawwār	31.1338	30.1297	128539
Juhaynah	26.6742	31.4969	76555
Girga	26.3372	31.8929	151256
Jarājūs	25.8720	32.7559	20427
‘Izbat al Burj	31.5084	31.8411	37953
Ītāy al Bārūd	30.8870	30.6672	77606
Iţsā	29.2376	30.7894	74357
Esna	25.2934	32.5540	462787
Ihnāsyā al Madīnah	29.0895	30.9432	68976
Ihnāsīyah	29.0928	31.0204	64058
Idkū	31.3073	30.2981	177152
Edfu	24.9792	32.8772	79510
Ibshawāy	29.3590	30.6806	86186
Ḩalwān	29.8414	31.3008	230000
Hihyā	30.6713	31.5880	74823
Ḩawsh ‘Īsá	30.9128	30.2902	82999
Fuwwah	31.2036	30.5491	93392
Farshūţ	26.0550	32.1627	71013
Fāraskūr	31.3298	31.7151	43400
Fāqūs	30.7282	31.7970	116945
Fāyīd	30.3126	32.3094	35066
Damietta	31.4165	31.8133	305920
Diyarb Najm	30.7544	31.4402	80954
Disūq	31.1326	30.6478	149291
Dishnā	26.1224	32.4675	64744
Dikirnis	31.0890	31.5948	101082
Dayrūţ	27.5564	30.8106	102570
Dayr Mawās	27.6415	30.8501	60835
Darāw	24.4080	32.9232	61790
Damanhur	31.0341	30.4682	318207
Būsh	29.1482	31.1273	136441
Port Said	31.2653	32.3019	780515
Safaga	26.7491	33.9389	53639
Burj al ‘Arab	30.9032	29.5528	22444
Biyalā	31.1742	31.2218	89068
Birkat as Sab‘	30.6291	31.0824	50924
Bilqās	31.2145	31.3580	137080
Bilbeis	30.4204	31.5622	185237
Bibā	28.9241	30.9854	94677
Basyūn	30.9398	30.8134	75084
Banī ‘Ubayd	27.9524	30.7808	46060
Banī Suwayf	29.0744	31.0979	273151
Banī Mazār	28.4946	30.8053	115759
Banhā	30.4598	31.1842	182254
Balţīm	31.5558	31.0892	51280
Az Zaynīyah Qiblī	25.7509	32.6776	20000
Zagazig	30.5877	31.5020	430445
Al ‘Ayn as Sukhnah	29.5890	32.3360	45552
Awsīm	30.1230	31.1357	94174
El-Tor	28.2417	33.6222	38285
At Tall al Kabīr	30.5432	31.7850	46962
Aţfīḩ	29.4075	31.2525	26943
Assiut	27.1810	31.1837	528669
Aswān	24.0908	32.8994	379774
Suez	29.9737	32.5263	699541
As Sinbillāwayn	30.8825	31.4627	124020
As Sibā‘īyah	25.1941	32.6771	21610
As Sarw	31.2387	31.6538	29286
As Sanţah	30.7461	31.1296	45813
As Sallūm	31.5537	25.1579	16545
As Sāḩil	27.0631	31.3442	54094
Aş Şaff	29.5647	31.2811	61531
Ash Shuhadā’	30.5968	30.8993	76071
Ashmūn	30.2974	30.9764	124483
Ar Raḩmānīyah	31.1048	30.6413	44482
Ar Radīsīyah Qiblī	24.9065	32.8856	16190
Armant	25.6199	32.5431	78695
Al Wāsiţah	29.3378	31.2056	57870
Al Waqf	26.0866	32.4226	34723
Luxor	25.6989	32.6421	422407
Al Qūşīyah	27.4402	30.8171	99598
Al Quşayr	26.1061	34.2772	24653
Al Qurayn	30.6162	31.7351	94632
Al Qaşşāşīn	30.5641	31.9339	24364
Al Qanţarah	30.8571	32.3118	31808
Al Qanāyāt	30.6193	31.4616	70687
Al Qanāţir al Khayrīyah	30.1933	31.1370	83568
Cairo	30.0626	31.2497	9606916
Minya	28.0919	30.7581	283605
Al Maţarīyah	31.1829	32.0311	162045
Al Marāghah	26.6998	31.6046	53643
Al Manzalah	31.1582	31.9360	127394
Al Mansurah	31.0364	31.3807	621953
Al Minshāh	26.4775	31.8039	91149
Al Maḩmūdīyah	31.1835	30.5245	34660
Al Maḩallah al Kubrá	30.9706	31.1669	592573
Al Khuşūş	30.1529	31.3150	488904
Al Khārjah	25.4510	30.5465	83108
Al Khānkah	30.2103	31.3681	81646
Giza	30.0094	31.2086	4367343
Al Jammālīyah	31.1806	31.8650	99641
Ismailia	30.6043	32.2722	429465
Alexandria	31.2018	29.9158	5263542
Al ‘Idwah	28.6992	30.7673	26092
Al Ibrāhīmīyah	30.7188	31.5630	53791
‘Izbat ‘Alī as Sayyid	31.1567	30.1477	53079
Al Ḩusaynīyah	30.8616	31.9181	50651
Al Ḩawāmidīyah	29.9000	31.2500	155055
Al Ḩāmūl	31.3115	31.1477	58430
Al Ḩammām	30.8453	29.3882	18407
Hurghada	27.2574	33.8129	207132
Al Ghanāyim	26.8752	31.3296	70884
Al Fayyum	29.3100	30.8418	519047
Al Fashn	28.8231	30.8990	112999
Al Burj	31.5823	30.9809	60320
Al Bayāḑīyah	25.6648	32.6354	23550
Al Bawīţī	28.3483	28.8694	15653
Al Başalīyah Baḩrī	25.1500	32.7167	32920
Al Balyanā	26.2365	32.0039	68413
Al Bājūr	30.4305	31.0368	62961
Al Badrashayn	29.8500	31.2667	90833
Al Badārī	26.9931	31.4160	56033
Al ‘Ayyāţ	29.6197	31.2575	45793
Arīsh	31.1316	33.7984	199243
Akhmīm	26.5622	31.7457	151430
Aga	30.9416	31.2904	47013
Ad Dilinjāt	30.8280	30.5355	68901
El Dabaa	31.0282	28.4450	27697
Abū Ţisht	26.1204	32.0954	18194
Abū Tīj	27.0451	31.3184	105418
Abu Suweir-el-Mahatta	30.5698	32.1146	32763
Abū Qurqāş	27.9304	30.8383	90266
Abū Qīr	31.3110	30.0612	37997
Abū Kabīr	30.7251	31.6715	154466
Abū Ḩummuş	31.0931	30.3142	61388
Abū Ḩammād	30.5377	31.6788	43001
Abū an Numrus	29.9500	31.2000	86601
Abū al Maţāmīr	30.9102	30.1744	66946
Abnūb	27.2688	31.1523	111785
Hala'ib	22.2227	36.6468	27000
An Nūbārīyah	30.6687	30.0739	23282
Awlād Şaqr	30.9306	31.6986	32840
Bi’r al ‘Abd	31.0189	33.0098	26330
Badr	30.1360	31.7150	32940
Ar Riyāḑ	31.2419	30.9450	24254
Az Zarqā	31.2086	31.6353	26955
Dumyāţ al Jadīdah	31.4348	31.6751	54508
Badr	30.5750	30.7111	28091
Banī Suwayf al Jadīdah	29.0330	31.1141	32278
Aş Şāliḩīyah al Jadīdah	30.6315	31.9393	59320
Burj al ‘Arab al Jadīdah	30.8852	29.5772	45865
Madīnat Wādī an Naţrūn	30.3775	30.3503	41186
An Nāşirīyah	27.2058	31.1964	22435
Dār as Salām	26.2784	32.0561	38008
Ain Sukhna	29.6002	32.3167	45552
New Cairo	30.0300	31.4700	313139
El Shorouk	30.1381	31.6156	91899
Aţ Ţārif	25.7383	32.6368	38871
Būr Fu’ād	31.2441	32.3195	81591
Al-'Ubūr	30.2289	31.4815	138987
Al-Khārijah	25.2500	30.5500	83108
Al-Minyā al-Jadīdah	28.0864	30.8146	17470
An-Najaylah	31.4071	26.5832	19768
Ar-Rawḍah	31.3234	31.7612	31240
Ash-Shaykh Zāyid	30.0200	31.0000	95854
Yūsuf aṣ-Ṣiddīq	29.3850	30.5570	23965
New Bani Sewif City	29.0356	31.1179	29117
Aḍ-Ḍawāḥy	31.2441	32.2773	148624
Az-Zuhūr	31.2650	32.2640	266381
El Marsa	27.0961	-13.4158	28848
Laayoune	27.1418	-13.1880	196331
Boujdour	26.1307	-14.4851	42651
Dakhla	23.6848	-15.9580	106277
Massawa	15.6081	39.4746	23100
Keren	15.7779	38.4511	74800
Himora	14.3043	36.6060	46100
Barentu	15.1058	37.5907	15891
Asmara	15.3381	38.9318	563930
Assab	13.0092	42.7394	21300
Af’abet	16.1883	38.6873	35673
Mendefera	14.8872	38.8153	17781
Zubia	37.1191	-3.5840	18995
Zafra	38.4254	-6.4173	16424
Yecla	38.6136	-1.1147	35025
Yaiza	28.9568	-13.7653	16289
Villena	38.6373	-0.8657	35222
Villarrobledo	39.2699	-2.6012	26642
Vila-real	39.9383	-0.1009	50577
Villanueva de la Serena	38.9766	-5.7974	25759
Villajoyosa	38.5075	-0.2335	33797
Vícar	36.8316	-2.6427	22853
Vélez-Málaga	36.7811	-4.1027	74190
Valencia	39.4739	-0.3797	824340
Valdepeñas	38.7621	-3.3848	31147
Utrera	37.1852	-5.7809	52617
Ubrique	36.6778	-5.4460	16979
Úbeda	38.0133	-3.3705	34602
Totana	37.7688	-1.5023	29211
Torrox	36.7579	-3.9523	16890
Torrevieja	37.9787	-0.6822	82599
Torre-Pacheco	37.7429	-0.9540	35614
Torrent	39.4370	-0.4655	78543
Torremolinos	36.6204	-4.4998	65448
Torre del Mar	36.7420	-4.0929	21980
Tomelloso	39.1576	-3.0216	36091
Tomares	37.3728	-6.0459	22772
Toledo	39.8581	-4.0226	86526
Tías	28.9611	-13.6450	19849
Telde	27.9924	-15.4192	123265
Teguise	29.0605	-13.5640	19418
Tarifa	36.0139	-5.6070	18169
Talavera de la Reina	39.9635	-4.8308	88856
Tacoronte	28.4769	-16.4102	23562
Tavernes de la Valldigna	39.0720	-0.2662	18195
Sueca	39.2026	-0.3111	28908
Son Rapinya	39.5893	2.6190	17993
Silla	39.3626	-0.4117	18979
Sevilla	37.3828	-5.9732	686741
San Vicent del Raspeig	38.3964	-0.5255	56715
Santomera	38.0615	-1.0488	15319
Santa Pola	38.1917	-0.5658	31760
Santa Lucía	27.9117	-15.5407	71863
Santafé	37.1886	-3.7189	15430
Santa Eulària des Riu	38.9846	1.5341	31314
Santa Cruz de Tenerife	28.4682	-16.2546	211359
Santa Cruz de la Palma	28.6835	-17.7642	15674
Santa Brígida	28.0320	-15.5043	18314
San Roque	36.2098	-5.3845	29249
San Pedro del Pinatar	37.8357	-0.7910	23738
San Pedro Alcántara	36.4884	-4.9912	34922
San Miguel De Abona	28.0983	-16.6171	16179
Sanlúcar de Barrameda	36.7781	-6.3515	68037
San Juan de Aznalfarache	37.3581	-6.0373	20779
Sant Joan d'Alacant	38.4015	-0.4362	21939
San Javier	37.8063	-0.8374	31432
San Isidro	28.0762	-16.5580	19541
San Fernando	36.4759	-6.1982	95174
La Laguna	28.4853	-16.3201	150661
San Bartolomé de Tirajana	27.9248	-15.5733	53588
San Bartolomé	29.0009	-13.6130	18517
Sant Antoni de Portmany	38.9807	1.3036	21852
Sagunto	39.6833	-0.2667	66070
Rota	36.6236	-6.3600	28848
Roquetas de Mar	36.7642	-2.6147	94925
Ronda	36.7423	-5.1671	36827
Rojales	38.0880	-0.7254	20510
Rincón de la Victoria	36.7171	-4.2758	38666
Ribarroja del Turia	39.5459	-0.5707	21992
Requena	39.4883	-1.1004	20227
Realejo Alto	28.3764	-16.5858	35963
Puçol	39.6167	-0.3000	19018
Puerto Real	36.5282	-6.1901	40183
Puertollano	38.6871	-4.1073	51842
Puerto del Rosario	28.5004	-13.8627	35667
Puerto de la Cruz	28.4169	-16.5509	32219
Puente-Genil	37.3894	-4.7669	30241
La Pobla de Vallbona	39.5975	-0.5547	20431
Priego de Córdoba	37.4381	-4.1952	22585
Pozoblanco	38.3791	-4.8483	17669
Pollença	39.8768	3.0163	17260
Pilar de la Horadada	37.8659	-0.7926	21418
Picassent	39.3635	-0.4595	19786
Paterna	39.5026	-0.4408	64023
Palma	39.5694	2.6502	438234
Palma del Río	37.7002	-5.2812	21159
Pájara	28.3504	-14.1076	20821
Paiporta	39.4281	-0.4177	23519
Osuna	37.2376	-5.1031	17851
Orihuela	38.0848	-0.9440	101321
Ontinyent	38.8219	-0.6060	37735
Onda	39.9650	-0.2604	24850
Oliva	38.9197	-0.1193	28419
Novelda	38.3848	-0.7677	27135
Níjar	36.9665	-2.2060	26516
Nerja	36.7528	-3.8744	21811
Navalmoral de la Mata	39.8916	-5.5406	17228
Murcia	37.9870	-1.1300	471982
Mula	38.0410	-1.4901	16941
Mutxamel	38.4158	-0.4453	22510
Motril	36.7507	-3.5179	60592
Morón de la Frontera	37.1208	-5.4540	27844
Montilla	37.5863	-4.6380	23031
Montijo	38.9084	-6.6178	16236
Moncada	39.5455	-0.3955	21900
Molina de Segura	38.0546	-1.2076	64065
Moguer	37.2756	-6.8385	19569
Mogán	27.8838	-15.7254	21690
Mislata	39.4752	-0.4183	46131
Mijas	36.5958	-4.6373	80630
Miguelturra	38.9644	-3.8905	15316
Mérida	38.9180	-6.3429	59857
Melilla	35.2937	-2.9383	85985
Mazarrón	37.5992	-1.3149	35221
Maspalomas	27.7606	-15.5860	36065
Massamagrell	39.5667	-0.3333	15210
Martos	37.7211	-3.9726	24655
Marratxí	39.6214	2.7253	36725
Marchena	37.3290	-5.4168	19768
Marbella	36.5154	-4.8858	156295
Maracena	37.2076	-3.6349	20815
Manzanares	38.9992	-3.3699	19186
Manises	39.4914	-0.4635	30508
Manacor	39.5696	3.2096	42631
Málaga	36.7202	-4.4203	592346
Mairena del Aljarafe	37.3446	-6.0639	45890
Mairena del Alcor	37.3730	-5.7495	20510
Maó	39.8885	4.2658	29125
Lucena	37.4088	-4.4852	42248
Los Palacios y Villafranca	37.1618	-5.9243	36824
Los Llanos de Aridane	28.6585	-17.9182	20171
Los Barrios	36.1848	-5.4921	23513
Los Alcázares	37.7443	-0.8504	15674
Lorca	37.6712	-1.7017	93079
Lora del Río	37.6590	-5.5275	19352
Loja	37.1689	-4.1513	21574
Llucmajor	39.4909	2.8911	36078
Llíria	39.6289	-0.5978	22972
Linares	38.0952	-3.6360	57414
Lepe	37.2548	-7.2043	25886
Lebrija	36.9208	-6.0753	26434
La Unión	37.6191	-0.8780	17737
Las Torres de Cotillas	38.0282	-1.2419	21062
Las Palmas de Gran Canaria	28.1018	-15.4157	383516
La Solana	38.9442	-3.2381	15523
Las Cabezas de San Juan	36.9838	-5.9393	16379
La Roda	39.2073	-2.1572	16060
La Rinconada	37.4861	-5.9809	35928
La Orotava	28.3908	-16.5231	41833
La Oliva	28.6105	-13.9291	25884
la Nucia	38.6137	-0.1269	17874
La Línea de la Concepción	36.1681	-5.3478	64595
L'Eliana	39.5667	-0.5333	18050
La Carolina	38.2756	-3.6153	15306
La Algaba	37.4633	-6.0111	16301
Jumilla	38.4792	-1.3250	25685
Jerez de la Frontera	36.6865	-6.1361	212879
Javea	38.7833	0.1667	28016
Xàtiva	38.9904	-0.5185	29386
Jaén	37.7692	-3.7903	113457
Isla Cristina	37.2000	-7.3167	21324
Ingenio	27.9185	-15.4343	29319
Inca	39.7211	2.9109	29308
Icod de los Vinos	28.3724	-16.7119	24024
Ibiza	38.9088	1.4330	49727
Ibi	38.6253	-0.5723	24113
Huercal-Overa	37.3892	-1.9430	17645
Huelva	37.2664	-6.9400	144258
Hellín	38.5106	-1.7010	30976
Güimar	28.3112	-16.4128	17662
Guía de Isora	28.2115	-16.7795	20536
Guardamar del Segura	38.0903	-0.6556	16329
Guadix	37.2993	-3.1392	18718
Granadilla de Abona	28.1188	-16.5760	39993
Granada	37.1882	-3.6067	233532
Gandia	38.9667	-0.1833	73829
Gáldar	28.1470	-15.6502	24209
Fuengirola	36.5400	-4.6247	71482
Felanitx	39.4696	3.1483	18270
Estepona	36.4276	-5.1459	67012
El Viso del Alcor	37.3911	-5.7199	19191
El Puerto de Santa María	36.5939	-6.2330	88364
El Palmar	37.9394	-1.1609	23361
El Grao	39.9736	0.0128	16026
El Ejido	36.7763	-2.8146	84710
Elda	38.4778	-0.7916	55168
Elche	38.2622	-0.7011	234765
El Arahal	37.2627	-5.5453	19565
Écija	37.5422	-5.0826	39882
Dos Hermanas	37.2829	-5.9209	122943
Don Benito	38.9563	-5.8616	37010
Denia	38.8408	0.1057	41733
Daimiel	39.0700	-3.6150	18527
Cullera	39.1667	-0.2500	24121
Quart de Poblet	39.4814	-0.4394	25499
Crevillente	38.2499	-0.8097	28957
Coria del Río	37.2877	-6.0541	30657
Córdoba	37.8916	-4.7728	325708
Conil de la Frontera	36.2772	-6.0885	22427
Coín	36.6595	-4.7564	21866
Ciudad Real	38.9863	-3.9291	74743
Cieza	38.2400	-1.4199	34889
Xirivella	39.4659	-0.4259	30002
Chipiona	36.7366	-6.4370	19386
Chiclana de la Frontera	36.4198	-6.1437	83831
Cehegín	38.0924	-1.7985	15022
Catarroja	39.4000	-0.4000	27035
Castilleja de la Cuesta	37.3859	-6.0526	17150
Castelló de la Plana	39.9857	-0.0493	183711
Cartaya	37.2811	-7.1507	17905
Cártama	36.7107	-4.6330	21313
Cartagena	37.6020	-0.9840	213943
Carrizal	27.9116	-15.4056	22000
Carmona	37.4712	-5.6461	28620
Carlet	39.2266	-0.5214	15527
Carcaixent	39.1218	-0.4481	21735
Caravaca	38.1056	-1.8634	26415
Candelaria	28.3548	-16.3727	24319
Campo de Criptana	39.4046	-3.1249	15006
Campiña	38.2190	-2.9807	67904
El Campello	38.4288	-0.3977	27893
Camas	37.4020	-6.0331	28620
Calvià	39.5657	2.5062	51774
Calp	38.6447	0.0445	23326
Callosa de Segura	38.1250	-0.8782	17924
Cadiz	36.5267	-6.2891	116979
